Result,Fighter,KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate
W,Ethyn Ewing,0,0,0,79,85,163,0.5214723926380368,99,179,0.553072625698324,3,5,0.6,70,147,0.47619047619047616,10,11,0.9090909090909091,5,5,1.0,67,138,0.4855072463768116,18,25,0.72,0,0,0.0
W,Kyle Daukaus,1,1,0,17,8,11,0.7272727272727273,8,11,0.7272727272727273,0,0,0.0,8,10,0.8,0,0,0.0,0,1,0.0,4,7,0.5714285714285714,0,0,0.0,4,4,1.0
L,Gerald Meerschaert,0,0,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0
W,Pat Sabatini,0,0,0,637,12,29,0.41379310344827586,40,61,0.6557377049180327,7,12,0.5833333333333334,10,24,0.4166666666666667,2,5,0.4,0,0,0.0,4,18,0.2222222222222222,2,2,1.0,6,9,0.6666666666666666
L,Chepe Mariscal,0,0,1,48,7,19,0.3684210526315789,48,71,0.676056338028169,0,0,0.0,2,13,0.15384615384615385,2,3,0.6666666666666666,3,3,1.0,6,13,0.46153846153846156,1,4,0.25,0,2,0.0
L,Angela Hill,0,0,0,29,56,120,0.4666666666666667,65,137,0.4744525547445255,0,0,0.0,34,85,0.4,15,27,0.5555555555555556,7,8,0.875,44,103,0.42718446601941745,12,17,0.7058823529411765,0,0,0.0
W,Fatima Kline,0,0,0,316,115,223,0.515695067264574,152,268,0.5671641791044776,4,7,0.5714285714285714,89,189,0.4708994708994709,23,30,0.7666666666666667,3,4,0.75,71,167,0.4251497005988024,15,20,0.75,29,36,0.8055555555555556
W,Baisangur Susurkaev,1,0,0,193,53,88,0.6022727272727273,105,143,0.7342657342657343,2,7,0.2857142857142857,20,52,0.38461538461538464,25,28,0.8928571428571429,8,8,1.0,42,76,0.5526315789473685,11,12,0.9166666666666666,0,0,0.0
L,Eric McConico,0,0,0,137,53,107,0.4953271028037383,90,150,0.6,0,0,0.0,28,81,0.345679012345679,10,11,0.9090909090909091,15,15,1.0,36,89,0.4044943820224719,17,18,0.9444444444444444,0,0,0.0
L,Viacheslav Borshchev,0,0,1,24,65,188,0.34574468085106386,78,201,0.3880597014925373,0,0,0.0,40,150,0.26666666666666666,16,25,0.64,9,13,0.6923076923076923,64,186,0.34408602150537637,1,2,0.5,0,0,0.0
W,Matheus Camilo,0,0,0,202,39,93,0.41935483870967744,48,104,0.46153846153846156,5,10,0.5,27,79,0.34177215189873417,6,6,1.0,6,8,0.75,37,90,0.4111111111111111,1,2,0.5,1,1,1.0
W,Gabriel Bonfim,1,0,0,0,35,64,0.546875,35,64,0.546875,0,0,0.0,11,36,0.3055555555555556,1,1,1.0,23,27,0.8518518518518519,33,62,0.532258064516129,2,2,1.0,0,0,0.0
L,Randy Brown,0,0,0,0,33,87,0.3793103448275862,33,87,0.3793103448275862,0,0,0.0,11,48,0.22916666666666666,9,21,0.42857142857142855,13,18,0.7222222222222222,33,87,0.3793103448275862,0,0,0.0,0,0,0.0
L,Matt Schnell,0,0,1,15,4,11,0.36363636363636365,5,12,0.4166666666666667,1,1,1.0,1,8,0.125,2,2,1.0,1,1,1.0,4,11,0.36363636363636365,0,0,0.0,0,0,0.0
W,Joseph Morales,0,1,1,72,5,11,0.45454545454545453,12,18,0.6666666666666666,0,0,0.0,4,10,0.4,0,0,0.0,1,1,1.0,2,7,0.2857142857142857,0,0,0.0,3,4,0.75
L,Muslim Salikhov,0,0,0,0,2,5,0.4,2,5,0.4,0,0,0.0,0,1,0.0,0,1,0.0,2,3,0.6666666666666666,2,5,0.4,0,0,0.0,0,0,0.0
W,Uros Medic,1,0,0,5,8,13,0.6153846153846154,9,14,0.6428571428571429,0,0,0.0,5,9,0.5555555555555556,3,3,1.0,0,1,0.0,5,9,0.5555555555555556,0,0,0.0,3,4,0.75
W,Chris Padilla,0,0,0,201,64,109,0.5871559633027523,88,134,0.6567164179104478,0,0,0.0,33,60,0.55,10,15,0.6666666666666666,21,34,0.6176470588235294,43,83,0.5180722891566265,6,6,1.0,15,20,0.75
L,Ismael Bonfim,0,0,0,15,42,84,0.5,47,89,0.5280898876404494,1,3,0.3333333333333333,27,68,0.39705882352941174,12,13,0.9230769230769231,3,3,1.0,42,84,0.5,0,0,0.0,0,0,0.0
W,Christian Leroy Duncan,1,0,0,70,23,46,0.5,40,66,0.6060606060606061,1,1,1.0,11,27,0.4074074074074074,3,7,0.42857142857142855,9,12,0.75,20,43,0.46511627906976744,1,1,1.0,2,2,1.0
L,Marco Tulio,0,0,0,153,27,57,0.47368421052631576,42,75,0.56,2,5,0.4,13,36,0.3611111111111111,3,7,0.42857142857142855,11,14,0.7857142857142857,22,49,0.4489795918367347,5,8,0.625,0,0,0.0
L,Hyder Amil,0,0,0,17,47,125,0.376,80,164,0.4878048780487805,0,1,0.0,28,94,0.2978723404255319,7,13,0.5384615384615384,12,18,0.6666666666666666,44,119,0.3697478991596639,3,6,0.5,0,0,0.0
W,Jamall Emmers,0,1,0,515,50,101,0.49504950495049505,83,141,0.5886524822695035,7,8,0.875,37,83,0.4457831325301205,13,17,0.7647058823529411,0,1,0.0,38,83,0.4578313253012048,3,4,0.75,9,14,0.6428571428571429
L,Ricky Simon,0,0,1,85,67,181,0.3701657458563536,77,191,0.4031413612565445,0,6,0.0,57,165,0.34545454545454546,9,15,0.6,1,1,1.0,58,170,0.3411764705882353,3,4,0.75,6,7,0.8571428571428571
W,Raoni Barcelos,0,0,0,9,82,187,0.4385026737967914,86,194,0.44329896907216493,1,8,0.125,53,150,0.35333333333333333,19,24,0.7916666666666666,10,13,0.7692307692307693,80,184,0.43478260869565216,2,3,0.6666666666666666,0,0,0.0
L,Mayra Bueno Silva,0,0,0,72,39,97,0.4020618556701031,46,107,0.42990654205607476,0,4,0.0,15,62,0.24193548387096775,8,14,0.5714285714285714,16,21,0.7619047619047619,36,93,0.3870967741935484,3,4,0.75,0,0,0.0
W,Jacqueline Cavalcanti,0,0,0,55,80,164,0.4878048780487805,87,172,0.5058139534883721,0,0,0.0,45,118,0.3813559322033898,20,26,0.7692307692307693,15,20,0.75,73,156,0.46794871794871795,7,8,0.875,0,0,0.0
W,Josh Hokit,2,0,0,8,9,17,0.5294117647058824,11,19,0.5789473684210527,0,0,0.0,9,17,0.5294117647058824,0,0,0.0,0,0,0.0,7,15,0.4666666666666667,1,1,1.0,1,1,1.0
L,Max Gimenis,0,0,0,0,3,7,0.42857142857142855,3,7,0.42857142857142855,0,0,0.0,0,4,0.0,1,1,1.0,2,2,1.0,3,6,0.5,0,1,0.0,0,0,0.0
L,Tecia Pennington,0,0,0,32,58,125,0.464,73,144,0.5069444444444444,1,2,0.5,15,56,0.26785714285714285,9,19,0.47368421052631576,34,50,0.68,58,118,0.4915254237288136,0,7,0.0,0,0,0.0
W,Denise Gomes,0,0,1,231,53,138,0.38405797101449274,75,169,0.4437869822485207,3,10,0.3,19,86,0.22093023255813954,15,29,0.5172413793103449,19,23,0.8260869565217391,48,129,0.37209302325581395,2,5,0.4,3,4,0.75
L,Miles Johns,0,0,0,94,28,54,0.5185185185185185,33,61,0.5409836065573771,0,1,0.0,21,45,0.4666666666666667,3,5,0.6,4,4,1.0,28,49,0.5714285714285714,0,5,0.0,0,0,0.0
W,Daniel Marcos,0,1,0,239,27,47,0.574468085106383,42,69,0.6086956521739131,3,4,0.75,15,33,0.45454545454545453,8,10,0.8,4,4,1.0,14,34,0.4117647058823529,13,13,1.0,0,0,0.0
W,Zach Reese,0,1,0,144,32,42,0.7619047619047619,81,97,0.8350515463917526,3,3,1.0,21,31,0.6774193548387096,5,5,1.0,6,6,1.0,15,19,0.7894736842105263,16,21,0.7619047619047619,1,2,0.5
L,Jackson McVey,0,0,1,143,56,73,0.7671232876712328,68,86,0.7906976744186046,0,0,0.0,28,39,0.717948717948718,27,33,0.8181818181818182,1,1,1.0,9,19,0.47368421052631576,47,54,0.8703703703703703,0,0,0.0
W,Steve Garcia,1,0,0,4,33,62,0.532258064516129,43,72,0.5972222222222222,0,0,0.0,28,56,0.5,5,6,0.8333333333333334,0,0,0.0,26,52,0.5,5,7,0.7142857142857143,2,3,0.6666666666666666
L,David Onama,0,0,0,0,2,16,0.125,2,16,0.125,0,0,0.0,1,14,0.07142857142857142,0,1,0.0,1,1,1.0,2,16,0.125,0,0,0.0,0,0,0.0
W,Waldo Cortes Acosta,1,0,0,97,12,17,0.7058823529411765,18,24,0.75,0,0,0.0,9,11,0.8181818181818182,2,5,0.4,1,1,1.0,4,8,0.5,2,3,0.6666666666666666,6,6,1.0
L,Ante Delija,0,0,0,25,16,36,0.4444444444444444,18,38,0.47368421052631576,0,1,0.0,13,33,0.3939393939393939,2,2,1.0,1,1,1.0,15,33,0.45454545454545453,1,3,0.3333333333333333,0,0,0.0
W,Jeremiah Wells,0,3,0,365,32,53,0.6037735849056604,59,84,0.7023809523809523,3,5,0.6,23,43,0.5348837209302325,5,5,1.0,4,5,0.8,21,39,0.5384615384615384,0,0,0.0,11,14,0.7857142857142857
L,Themba Gorimbo,0,0,1,339,18,33,0.5454545454545454,80,102,0.7843137254901961,6,9,0.6666666666666666,8,22,0.36363636363636365,9,10,0.9,1,1,1.0,15,30,0.5,1,1,1.0,2,2,1.0
L,Isaac Dulgarian,0,0,0,16,0,1,0.0,3,6,0.5,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0
W,Yadier del Valle,0,3,0,176,1,1,1.0,28,43,0.6511627906976745,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0
W,Charles Radtke,0,2,0,701,31,38,0.8157894736842105,163,214,0.7616822429906542,3,5,0.6,28,34,0.8235294117647058,1,1,1.0,2,3,0.6666666666666666,4,9,0.4444444444444444,1,1,1.0,26,28,0.9285714285714286
L,Daniel Frunza,0,0,0,0,6,24,0.25,68,102,0.6666666666666666,0,0,0.0,4,16,0.25,2,4,0.5,0,4,0.0,6,22,0.2727272727272727,0,2,0.0,0,0,0.0
W,Allan Nascimento,0,1,0,21,52,115,0.45217391304347826,52,115,0.45217391304347826,0,1,0.0,19,69,0.2753623188405797,7,17,0.4117647058823529,26,29,0.896551724137931,51,114,0.4473684210526316,1,1,1.0,0,0,0.0
L,Cody Durden,0,0,0,5,57,128,0.4453125,57,128,0.4453125,1,3,0.3333333333333333,47,112,0.41964285714285715,5,9,0.5555555555555556,5,7,0.7142857142857143,57,128,0.4453125,0,0,0.0,0,0,0.0
W,Billy Elekana,1,1,0,21,17,23,0.7391304347826086,19,25,0.76,0,0,0.0,11,15,0.7333333333333333,2,2,1.0,4,6,0.6666666666666666,8,12,0.6666666666666666,0,0,0.0,9,11,0.8181818181818182
L,Kevin Christian,0,0,0,0,14,17,0.8235294117647058,14,17,0.8235294117647058,0,0,0.0,0,3,0.0,6,6,1.0,8,8,1.0,14,17,0.8235294117647058,0,0,0.0,0,0,0.0
W,Timmy Cuamba,0,0,1,355,23,32,0.71875,39,48,0.8125,2,4,0.5,17,26,0.6538461538461539,6,6,1.0,0,0,0.0,15,22,0.6818181818181818,8,10,0.8,0,0,0.0
L,ChangHo Lee,0,0,0,385,15,26,0.5769230769230769,88,141,0.624113475177305,3,8,0.375,10,18,0.5555555555555556,2,4,0.5,3,4,0.75,13,24,0.5416666666666666,2,2,1.0,0,0,0.0
W,Donte Johnson,0,1,0,184,10,18,0.5555555555555556,18,27,0.6666666666666666,3,3,1.0,9,17,0.5294117647058824,0,0,0.0,1,1,1.0,3,10,0.3,6,7,0.8571428571428571,1,1,1.0
L,Sedriques Dumas,0,0,0,123,5,16,0.3125,12,23,0.5217391304347826,1,5,0.2,0,10,0.0,4,5,0.8,1,1,1.0,3,12,0.25,2,2,1.0,0,2,0.0
L,Ketlen Vieira,0,1,0,319,25,83,0.30120481927710846,58,121,0.4793388429752066,2,4,0.5,10,60,0.16666666666666666,5,10,0.5,10,13,0.7692307692307693,25,79,0.31645569620253167,0,2,0.0,0,2,0.0
W,Norma Dumont,0,0,0,11,62,101,0.6138613861386139,87,127,0.6850393700787402,0,0,0.0,24,60,0.4,18,21,0.8571428571428571,20,20,1.0,57,96,0.59375,5,5,1.0,0,0,0.0
W,Alice Ardelean,0,0,0,41,138,280,0.4928571428571429,146,288,0.5069444444444444,1,3,0.3333333333333333,103,235,0.43829787234042555,23,30,0.7666666666666667,12,15,0.8,137,277,0.49458483754512633,1,3,0.3333333333333333,0,0,0.0
L,Montserrat Conejo Ruiz,0,0,0,29,85,282,0.30141843971631205,91,291,0.3127147766323024,1,6,0.16666666666666666,54,239,0.22594142259414227,4,7,0.5714285714285714,27,36,0.75,82,269,0.3048327137546468,3,13,0.23076923076923078,0,0,0.0
L,Phil Rowe,0,0,1,7,4,7,0.5714285714285714,11,15,0.7333333333333333,0,0,0.0,2,5,0.4,1,1,1.0,1,1,1.0,4,7,0.5714285714285714,0,0,0.0,0,0,0.0
W,Seokhyeon Ko,0,0,0,790,36,42,0.8571428571428571,124,157,0.7898089171974523,4,4,1.0,27,33,0.8181818181818182,0,0,0.0,9,9,1.0,12,16,0.75,0,0,0.0,24,26,0.9230769230769231
W,Talita Alencar,0,2,0,370,60,100,0.6,79,122,0.6475409836065574,5,8,0.625,34,67,0.5074626865671642,19,23,0.8260869565217391,7,10,0.7,31,65,0.47692307692307695,14,15,0.9333333333333333,15,20,0.75
L,Ariane Carnelossi,0,0,0,139,25,76,0.32894736842105265,50,106,0.4716981132075472,0,1,0.0,10,57,0.17543859649122806,3,5,0.6,12,14,0.8571428571428571,25,71,0.352112676056338,0,5,0.0,0,0,0.0
NC,Tom Aspinall,0,0,0,0,27,39,0.6923076923076923,27,39,0.6923076923076923,0,1,0.0,14,25,0.56,5,6,0.8333333333333334,8,8,1.0,27,39,0.6923076923076923,0,0,0.0,0,0,0.0
NC,Ciryl Gane,0,0,0,0,30,40,0.75,30,40,0.75,0,0,0.0,8,16,0.5,9,11,0.8181818181818182,13,13,1.0,30,40,0.75,0,0,0.0,0,0,0.0
L,Virna Jandiroba,0,0,0,547,106,217,0.48847926267281105,208,331,0.6283987915407855,9,17,0.5294117647058824,72,177,0.4067796610169492,20,25,0.8,14,15,0.9333333333333333,83,192,0.4322916666666667,20,21,0.9523809523809523,3,4,0.75
W,Mackenzie Dern,0,0,0,225,118,231,0.5108225108225108,249,372,0.6693548387096774,2,8,0.25,84,193,0.43523316062176165,21,25,0.84,13,13,1.0,89,199,0.4472361809045226,8,10,0.8,21,22,0.9545454545454546
W,Umar Nurmagomedov,0,0,0,646,32,54,0.5925925925925926,81,105,0.7714285714285715,11,14,0.7857142857142857,24,44,0.5454545454545454,6,8,0.75,2,2,1.0,23,44,0.5227272727272727,2,2,1.0,7,8,0.875
L,Mario Bautista,1,1,0,4,20,54,0.37037037037037035,33,67,0.4925373134328358,0,1,0.0,6,37,0.16216216216216217,11,14,0.7857142857142857,3,3,1.0,17,50,0.34,2,3,0.6666666666666666,1,1,1.0
W,Alexander Volkov,0,0,1,177,24,27,0.8888888888888888,123,130,0.9461538461538461,0,0,0.0,19,21,0.9047619047619048,5,6,0.8333333333333334,0,0,0.0,1,4,0.25,6,6,1.0,17,17,1.0
L,Jailton Almeida,0,0,0,647,9,10,0.9,27,33,0.8181818181818182,7,9,0.7777777777777778,8,9,0.8888888888888888,1,1,1.0,0,0,0.0,1,1,1.0,4,4,1.0,4,5,0.8
L,Aleksandar Rakic,0,0,0,36,9,14,0.6428571428571429,13,18,0.7222222222222222,0,2,0.0,0,3,0.0,3,4,0.75,6,7,0.8571428571428571,8,13,0.6153846153846154,1,1,1.0,0,0,0.0
W,Azamat Murzakanov,1,0,0,2,3,8,0.375,4,9,0.4444444444444444,0,0,0.0,1,6,0.16666666666666666,2,2,1.0,0,0,0.0,2,7,0.2857142857142857,0,0,0.0,1,1,1.0
L,Nasrat Haqparast,0,0,0,0,10,13,0.7692307692307693,10,13,0.7692307692307693,0,0,0.0,7,10,0.7,2,2,1.0,1,1,1.0,9,12,0.75,1,1,1.0,0,0,0.0
W,Quillan Salkilld,1,0,0,0,14,36,0.3888888888888889,14,36,0.3888888888888889,0,4,0.0,6,24,0.25,7,10,0.7,1,2,0.5,14,35,0.4,0,1,0.0,0,0,0.0
W,Ikram Aliskerov,0,0,0,367,91,134,0.6791044776119403,126,174,0.7241379310344828,5,7,0.7142857142857143,57,94,0.6063829787234043,26,29,0.896551724137931,8,11,0.7272727272727273,79,120,0.6583333333333333,3,4,0.75,9,10,0.9
L,JunYong Park,0,0,0,19,78,132,0.5909090909090909,91,151,0.6026490066225165,0,0,0.0,57,108,0.5277777777777778,18,20,0.9,3,4,0.75,73,127,0.5748031496062992,2,2,1.0,3,3,1.0
W,Ludovit Klein,0,0,0,0,82,140,0.5857142857142857,90,149,0.6040268456375839,0,0,0.0,69,127,0.5433070866141733,9,9,1.0,4,4,1.0,72,126,0.5714285714285714,0,2,0.0,10,12,0.8333333333333334
L,Mateusz Rebecki,0,0,0,303,72,159,0.4528301886792453,113,208,0.5432692307692307,3,12,0.25,55,139,0.39568345323741005,11,14,0.7857142857142857,6,6,1.0,45,130,0.34615384615384615,4,4,1.0,23,25,0.92
W,Valter Walker,0,1,0,31,5,5,1.0,7,7,1.0,1,1,1.0,0,0,0.0,2,2,1.0,3,3,1.0,5,5,1.0,0,0,0.0,0,0,0.0
L,Louie Sutherland,0,0,0,0,3,5,0.6,3,5,0.6,0,0,0.0,1,1,1.0,0,2,0.0,2,2,1.0,3,5,0.6,0,0,0.0,0,0,0.0
W,Nathaniel Wood,1,0,0,58,99,176,0.5625,101,178,0.5674157303370787,2,3,0.6666666666666666,63,124,0.5080645161290323,7,8,0.875,29,44,0.6590909090909091,88,159,0.5534591194968553,7,10,0.7,4,7,0.5714285714285714
L,Jose Delgado,1,0,0,88,134,232,0.5775862068965517,141,239,0.5899581589958159,0,2,0.0,92,178,0.5168539325842697,35,46,0.7608695652173914,7,8,0.875,100,190,0.5263157894736842,14,16,0.875,20,26,0.7692307692307693
W,Hamdy Abdelwahab,0,0,0,648,99,139,0.7122302158273381,170,221,0.7692307692307693,9,14,0.6428571428571429,88,125,0.704,8,10,0.8,3,4,0.75,16,25,0.64,13,14,0.9285714285714286,70,100,0.7
L,Chris Barnett,0,0,0,0,18,35,0.5142857142857142,28,46,0.6086956521739131,0,0,0.0,7,21,0.3333333333333333,4,4,1.0,7,10,0.7,14,30,0.4666666666666667,3,4,0.75,1,1,1.0
L,Azat Maksum,0,0,0,327,19,88,0.2159090909090909,30,101,0.297029702970297,7,19,0.3684210526315789,14,80,0.175,1,3,0.3333333333333333,4,5,0.8,17,85,0.2,1,2,0.5,1,1,1.0
W,Mitch Raposo,0,0,0,49,30,66,0.45454545454545453,53,92,0.5760869565217391,0,0,0.0,20,50,0.4,7,13,0.5384615384615384,3,3,1.0,30,65,0.46153846153846156,0,1,0.0,0,0,0.0
L,Jaqueline Amorim,0,1,1,103,26,62,0.41935483870967744,48,88,0.5454545454545454,2,6,0.3333333333333333,19,44,0.4318181818181818,3,13,0.23076923076923078,4,5,0.8,18,54,0.3333333333333333,3,3,1.0,5,5,1.0
W,Mizuki,1,0,1,448,62,103,0.6019417475728155,150,203,0.7389162561576355,2,2,1.0,54,93,0.5806451612903226,8,10,0.8,0,0,0.0,20,52,0.38461538461538464,14,17,0.8235294117647058,28,34,0.8235294117647058
L,Reinier de Ridder,0,1,0,425,9,13,0.6923076923076923,61,72,0.8472222222222222,3,7,0.42857142857142855,4,5,0.8,5,8,0.625,0,0,0.0,6,10,0.6,2,2,1.0,1,1,1.0
W,Brendan Allen,0,1,2,699,22,37,0.5945945945945946,97,134,0.7238805970149254,1,1,1.0,19,33,0.5757575757575758,3,4,0.75,0,0,0.0,1,8,0.125,2,2,1.0,19,27,0.7037037037037037
L,Kevin Holland,0,0,0,27,52,137,0.3795620437956204,76,162,0.4691358024691358,1,1,1.0,23,96,0.23958333333333334,9,13,0.6923076923076923,20,28,0.7142857142857143,49,127,0.3858267716535433,3,9,0.3333333333333333,0,1,0.0
W,Mike Malott,0,1,1,151,49,95,0.5157894736842106,50,99,0.5050505050505051,1,4,0.25,35,73,0.4794520547945205,10,15,0.6666666666666666,4,7,0.5714285714285714,44,88,0.5,1,3,0.3333333333333333,4,4,1.0
L,Marlon Vera,1,0,0,3,56,152,0.3684210526315789,56,153,0.3660130718954248,0,0,0.0,30,107,0.2803738317757009,14,26,0.5384615384615384,12,19,0.631578947368421,55,150,0.36666666666666664,1,2,0.5,0,0,0.0
W,Aiemann Zahabi,0,0,0,0,81,152,0.5328947368421053,81,152,0.5328947368421053,0,0,0.0,47,107,0.4392523364485981,20,28,0.7142857142857143,14,17,0.8235294117647058,79,149,0.5302013422818792,2,3,0.6666666666666666,0,0,0.0
W,Manon Fiorot,0,0,0,6,16,27,0.5925925925925926,17,28,0.6071428571428571,0,0,0.0,16,26,0.6153846153846154,0,1,0.0,0,0,0.0,8,16,0.5,0,2,0.0,8,9,0.8888888888888888
L,Jasmine Jasudavicius,0,0,0,0,2,14,0.14285714285714285,2,14,0.14285714285714285,0,0,0.0,2,14,0.14285714285714285,0,0,0.0,0,0,0.0,2,14,0.14285714285714285,0,0,0.0,0,0,0.0
W,Charles Jourdain,1,1,0,20,25,43,0.5813953488372093,25,43,0.5813953488372093,0,0,0.0,20,35,0.5714285714285714,5,8,0.625,0,0,0.0,17,31,0.5483870967741935,0,0,0.0,8,12,0.6666666666666666
L,Davey Grant,0,0,0,0,9,26,0.34615384615384615,9,26,0.34615384615384615,0,0,0.0,3,14,0.21428571428571427,1,3,0.3333333333333333,5,9,0.5555555555555556,9,26,0.34615384615384615,0,0,0.0,0,0,0.0
W,Kyle Nelson,1,0,0,191,63,135,0.4666666666666667,92,170,0.5411764705882353,2,5,0.4,41,103,0.39805825242718446,14,23,0.6086956521739131,8,9,0.8888888888888888,46,106,0.4339622641509434,7,14,0.5,10,15,0.6666666666666666
L,Matt Frevola,0,0,1,118,43,136,0.3161764705882353,60,155,0.3870967741935484,2,3,0.6666666666666666,23,103,0.22330097087378642,10,20,0.5,10,13,0.7692307692307693,39,129,0.3023255813953488,4,7,0.5714285714285714,0,0,0.0
L,Kyle Prepolec,0,0,0,2,51,164,0.31097560975609756,51,164,0.31097560975609756,0,3,0.0,36,139,0.2589928057553957,7,13,0.5384615384615384,8,12,0.6666666666666666,51,164,0.31097560975609756,0,0,0.0,0,0,0.0
W,Drew Dober,0,0,0,4,83,161,0.515527950310559,85,163,0.5214723926380368,0,1,0.0,46,117,0.39316239316239315,18,22,0.8181818181818182,19,22,0.8636363636363636,77,153,0.5032679738562091,6,8,0.75,0,0,0.0
L,Cody Gibson,0,0,0,0,3,3,1.0,3,3,1.0,0,0,0.0,1,1,1.0,0,0,0.0,2,2,1.0,3,3,1.0,0,0,0.0,0,0,0.0
W,Aoriqileng,1,0,0,4,5,8,0.625,6,9,0.6666666666666666,0,0,0.0,5,7,0.7142857142857143,0,1,0.0,0,0,0.0,2,2,1.0,0,0,0.0,3,6,0.5
W,Bruno Silva,1,1,0,289,46,74,0.6216216216216216,60,92,0.6521739130434783,5,9,0.5555555555555556,30,57,0.5263157894736842,14,14,1.0,2,3,0.6666666666666666,44,72,0.6111111111111112,2,2,1.0,0,0,0.0
L,HyunSung Park,0,0,0,42,31,108,0.28703703703703703,56,136,0.4117647058823529,1,4,0.25,18,86,0.20930232558139536,11,15,0.7333333333333333,2,7,0.2857142857142857,23,95,0.24210526315789474,8,13,0.6153846153846154,0,0,0.0
L,Danny Barlow,0,0,0,0,93,171,0.543859649122807,106,186,0.5698924731182796,0,0,0.0,56,129,0.43410852713178294,12,15,0.8,25,27,0.9259259259259259,92,170,0.5411764705882353,0,0,0.0,1,1,1.0
W,Djorden Santos,0,0,0,115,99,216,0.4583333333333333,109,232,0.4698275862068966,0,1,0.0,74,182,0.4065934065934066,11,18,0.6111111111111112,14,16,0.875,95,211,0.45023696682464454,1,1,1.0,3,4,0.75
W,Stephanie Luciano,0,1,0,173,60,124,0.4838709677419355,80,153,0.5228758169934641,3,4,0.75,22,69,0.3188405797101449,14,23,0.6086956521739131,24,32,0.75,46,102,0.45098039215686275,5,6,0.8333333333333334,9,16,0.5625
L,Ravena Oliveira,0,0,0,0,24,103,0.23300970873786409,36,118,0.3050847457627119,0,0,0.0,14,76,0.18421052631578946,3,5,0.6,7,22,0.3181818181818182,24,102,0.23529411764705882,0,1,0.0,0,0,0.0
L,Azamat Bekoev,0,0,0,198,24,77,0.3116883116883117,27,83,0.3253012048192771,4,8,0.5,18,71,0.2535211267605634,4,4,1.0,2,2,1.0,22,75,0.29333333333333333,2,2,1.0,0,0,0.0
W,Yousri Belgaroui,0,0,0,40,102,138,0.7391304347826086,110,148,0.7432432432432432,1,1,1.0,73,108,0.6759259259259259,17,17,1.0,12,13,0.9230769230769231,94,130,0.7230769230769231,4,4,1.0,4,4,1.0
W,Melissa Croden,1,0,0,305,99,175,0.5657142857142857,148,230,0.6434782608695652,2,3,0.6666666666666666,74,141,0.524822695035461,12,16,0.75,13,18,0.7222222222222222,57,108,0.5277777777777778,13,20,0.65,29,47,0.6170212765957447
L,Tainara Lisboa,0,0,0,139,42,92,0.45652173913043476,63,115,0.5478260869565217,2,8,0.25,23,70,0.32857142857142857,18,21,0.8571428571428571,1,1,1.0,23,70,0.32857142857142857,19,22,0.8636363636363636,0,0,0.0
W,Charles Oliveira,0,1,1,215,11,33,0.3333333333333333,18,40,0.45,1,1,1.0,4,21,0.19047619047619047,3,6,0.5,4,6,0.6666666666666666,10,32,0.3125,1,1,1.0,0,0,0.0
L,Mateusz Gamrot,0,0,0,60,18,42,0.42857142857142855,18,43,0.4186046511627907,1,1,1.0,16,40,0.4,2,2,1.0,0,0,0.0,18,42,0.42857142857142855,0,0,0.0,0,0,0.0
W,Deiveson Figueiredo,0,0,0,138,23,43,0.5348837209302325,23,44,0.5227272727272727,2,5,0.4,4,19,0.21052631578947367,9,11,0.8181818181818182,10,13,0.7692307692307693,22,42,0.5238095238095238,0,0,0.0,1,1,1.0
L,Montel Jackson,0,0,0,2,30,70,0.42857142857142855,30,70,0.42857142857142855,1,1,1.0,14,51,0.27450980392156865,7,8,0.875,9,11,0.8181818181818182,28,67,0.417910447761194,2,3,0.6666666666666666,0,0,0.0
L,Vicente Luque,0,0,0,0,30,99,0.30303030303030304,31,101,0.3069306930693069,0,2,0.0,16,74,0.21621621621621623,6,13,0.46153846153846156,8,12,0.6666666666666666,30,99,0.30303030303030304,0,0,0.0,0,0,0.0
W,Joel Alvarez,0,1,0,390,89,148,0.6013513513513513,197,288,0.6840277777777778,1,1,1.0,74,130,0.5692307692307692,12,15,0.8,3,3,1.0,55,100,0.55,0,0,0.0,34,48,0.7083333333333334
L,Jhonata Diniz,0,0,1,9,1,5,0.2,4,9,0.4444444444444444,0,0,0.0,0,2,0.0,0,1,0.0,1,2,0.5,1,5,0.2,0,0,0.0,0,0,0.0
W,Mario Pinto,0,2,1,448,29,33,0.8787878787878788,87,102,0.8529411764705882,3,4,0.75,28,31,0.9032258064516129,0,0,0.0,1,2,0.5,2,3,0.6666666666666666,0,0,0.0,27,30,0.9
L,Ricardo Ramos,0,3,0,0,1,4,0.25,1,4,0.25,0,0,0.0,1,2,0.5,0,1,0.0,0,1,0.0,1,4,0.25,0,0,0.0,0,0,0.0
