KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate,Target
0,0,0,-219,15,18,0.07565789473684209,12,16,0.034482758620689724,0,-4,0.6666666666666667,5,7,0.04955586722767652,1,1,0.014778325123152691,9,10,0.14583333333333337,10,13,0.05937431152236178,5,5,0.0,0,0,0.0,1
0,0,0,205,12,29,0.03820598006644521,10,27,-0.07142857142857151,2,4,0.5,12,28,0.16842105263157892,-1,-1,-0.5,1,2,-0.25,-1,-3,0.006493506493506496,0,0,0.0,13,32,0.40625,1
-1,0,0,70,-9,-19,-0.019841269841269882,-7,-15,0.033333333333333326,0,0,0.0,-12,-23,-0.2642857142857143,3,4,0.75,0,0,0.0,-7,-16,-0.10559006211180127,2,2,1.0,-4,-5,-0.8,0
-1,0,0,-13,-16,-17,-0.2521739130434783,-16,-17,-0.2521739130434783,0,0,0.0,-5,-6,-0.125,-3,-1,-0.75,-8,-10,0.16666666666666663,-16,-16,-0.26755852842809374,0,0,0.0,0,-1,0.0,0
0,0,0,0,7,10,0.04714912280701766,7,10,0.04714912280701766,0,0,0.0,12,20,0.09706774519716882,-3,-5,-0.5,-2,-5,0.33333333333333337,7,10,0.04714912280701766,0,0,0.0,0,0,0.0,1
-1,0,0,0,-26,-36,-0.0809889173060529,-27,-38,-0.06632807303948252,0,2,-0.6666666666666667,-30,-35,-0.20554626532887402,-8,-14,0.02279202279202286,12,13,0.13571428571428568,-2,-1,-0.0157425742574257,-8,-14,-0.0625,-16,-21,-0.7619047619047619,0
0,0,0,-4,-18,-23,-0.2844611528822056,-18,-23,-0.2844611528822056,0,0,0.0,-15,-20,-0.2777777777777778,-2,-2,0.0,-1,-1,-1.0,-11,-11,-0.29501915708812265,-7,-10,0.2727272727272727,0,-2,0.0,0
0,-1,0,-329,-8,-8,-0.11441647597254001,-13,-16,-0.03711484593837533,-2,-2,-0.6666666666666666,-14,-23,-0.19186046511627908,2,6,-0.2222222222222222,4,9,0.4444444444444444,8,12,0.17316017316017318,-2,-2,-0.26666666666666666,-14,-18,-0.7,0
1,0,0,-1,30,20,0.32073674182280093,23,11,0.25399515738498785,0,2,0.0,28,14,0.5061224489795919,-5,-1,-0.8,7,7,0.0,0,-13,0.1923076923076923,-2,-2,-0.16666666666666663,32,35,0.3918918918918919,1
0,0,0,-227,-69,-53,-0.23016355258494103,-53,-37,-0.13952502120441057,-3,-4,-0.5,-47,-37,-0.222608695652174,-1,3,-0.11803713527851456,-21,-19,-0.2857142857142857,-46,-25,-0.1929117767268057,-7,-7,-1.0,-16,-21,0.2272727272727273,0
0,0,0,8,16,16,0.07403123192596872,18,19,0.0786199095022625,0,3,0.0,8,16,0.029720279720279685,8,4,0.4571428571428571,0,-4,0.19649122807017538,15,17,0.0632784250703094,1,-1,0.5,0,0,0.0,1
0,0,0,-192,57,85,0.20225510923185347,68,99,0.155686274509804,0,0,0.0,26,45,0.2066666666666667,12,18,-0.03428571428571425,19,22,0.2216748768472907,57,84,0.28344873799419257,0,1,-0.1071428571428571,0,0,0.0,1
0,0,0,183,25,35,0.04385964912280704,20,30,-0.1785714285714285,1,2,0.3333333333333333,24,34,-0.2857142857142857,1,2,-0.33333333333333337,0,-1,0.0,0,0,0.0,0,0,0.0,25,35,0.7142857142857143,1
0,0,0,-219,-46,-50,-0.12000000000000005,-52,-55,-0.11685656653764381,-3,1,-0.5,-22,-20,-0.10783591255219849,-11,-14,-0.05208333333333337,-13,-16,0.023809523809523725,-43,-46,-0.12539312539312542,-2,-3,0.05714285714285705,-1,-1,-1.0,0
1,-1,-1,-27,-15,-39,0.05154320987654326,-8,-32,0.08840189432630702,0,3,-0.3,-14,-34,-0.018195229899188592,-15,-16,-0.20769230769230773,14,11,0.36363636363636376,-16,-40,0.04364928308590277,-2,-3,0.0,3,4,0.75,1
0,0,0,-62,26,-29,0.18083194825030324,27,-27,0.17969363707776909,-2,-12,-0.1666666666666666,22,-15,0.16764005225543682,-9,-26,0.19444444444444442,13,12,0.33333333333333337,27,-26,0.1882859603789836,-1,-2,-0.025000000000000022,0,-1,0.0,1
-1,0,0,-7,-3,-4,-0.125,-5,-8,-0.08333333333333337,0,0,0.0,-5,-7,-0.625,2,3,0.6666666666666666,0,0,0.0,1,3,-0.5,0,0,0.0,-4,-7,-0.5714285714285714,0
2,0,0,6,13,16,0.7222222222222222,17,21,0.7391304347826086,0,0,0.0,10,14,0.6666666666666666,0,0,0.0,3,2,1.0,9,10,0.75,2,3,0.6666666666666666,2,3,0.6666666666666666,1
0,0,0,13,10,104,-0.20951571792693285,15,109,-0.19628820960698695,0,-6,0.0,9,75,-0.15447563892735738,-3,10,-0.5757575757575759,4,19,-0.46666666666666673,-9,78,-0.2750836629145117,19,26,-0.001626016260162566,0,0,0.0,0
1,2,1,52,-5,-2,-0.41414141414141414,-10,-9,-0.3842105263157895,-1,-1,-1.0,0,1,-0.08333333333333331,-3,-1,-0.6,-2,-2,0.0,-5,-3,-0.38636363636363635,0,0,0.0,0,1,0.0,1
0,1,0,-1247,-24,-18,-0.338958180484226,-484,-499,-0.2712158937649135,-11,-16,0.2941176470588235,-18,-12,-0.3611111111111111,-1,-1,-0.09999999999999998,-5,-5,0.0,-2,6,-0.231578947368421,0,0,0.0,-22,-24,-0.1428571428571429,0
1,1,0,-121,-5,-13,0.051724137931034475,-5,-14,0.06666666666666671,-2,-3,-0.6666666666666666,-3,-14,0.14009661835748793,-1,1,-0.33333333333333337,-1,0,-1.0,-1,-7,0.09523809523809518,-2,-4,0.4,-2,-2,0.0,1
-1,0,0,15,-7,-11,-0.023129251700680253,-6,-10,-0.013333333333333308,0,1,0.0,-1,-7,0.04327485380116958,-4,-2,-0.33333333333333337,-2,-2,0.0,-9,-13,-0.0406130268199234,2,2,0.5,0,0,0.0,0
0,0,0,493,-9,2,-0.1763955342902711,10,24,-0.03977272727272729,2,6,0.2857142857142857,-9,0,-0.2,-4,-2,-0.33333333333333337,4,4,0.0,-16,-8,-0.26498951781970653,1,2,-0.25,6,8,0.75,0
0,2,0,113,6,-16,0.1389023797960174,4,-16,0.11188811188811199,2,3,0.6666666666666666,1,-36,0.20341477774506922,-1,11,-0.3174603174603174,6,9,-0.30000000000000004,5,-18,0.1354322838580709,0,0,0.0,1,2,0.5,1
0,1,0,182,14,6,0.18778801843317983,35,31,0.2491282448663309,2,6,0.2857142857142857,6,-5,0.16666666666666669,2,5,-0.30000000000000004,6,6,1.0,4,-5,0.14083080040526852,-2,-6,0.2222222222222222,12,17,0.7058823529411765,1
-1,0,0,-22,-20,-35,-0.2634803921568627,-20,-35,-0.2634803921568627,0,3,0.0,-16,-32,-0.24844720496894418,-5,-5,-1.0,1,2,0.5,-8,-15,-0.16733870967741937,0,0,0.0,-12,-20,-0.6,0
0,0,0,-76,-17,74,-0.18875856766615962,-22,71,-0.1999493459670451,-1,-13,-0.0714285714285714,-33,47,-0.22699724517906336,9,17,-0.17972350230414746,7,10,-0.2142857142857143,-7,84,-0.1702233250620347,-8,-8,-0.3125,-2,-2,-1.0,0
-1,0,0,3,3,44,-0.20346598202824137,2,43,-0.2176360225140713,0,2,0.0,-7,27,-0.2870967741935484,4,9,-0.41666666666666663,6,8,0.75,7,48,-0.1470258136924804,0,1,0.0,-4,-5,-0.8,0
0,0,0,77,18,18,0.07205882352941173,-74,-87,-0.10498862655894581,0,-2,0.0,-9,-14,-0.04246794871794868,26,29,0.17543859649122806,1,3,-0.07777777777777783,14,16,0.05971107544141252,4,2,0.16410256410256396,0,0,0.0,0
0,1,0,-175,-5,-17,0.015106732348111607,23,22,0.07683982683982682,-2,-1,-0.4166666666666667,0,-12,0.042580645161290315,-6,-5,-0.14661654135338342,1,0,0.16666666666666663,-4,-14,0.008333333333333304,0,-1,0.19999999999999996,-1,-2,-0.5,1
0,-2,1,-154,-1,-7,0.03968253968253971,6,-4,0.09812819058423139,-2,-4,-0.4,-6,-9,-0.08376623376623377,4,1,0.17251461988304095,1,1,0.0,4,1,0.075354609929078,-3,-4,0.0,-2,-4,-0.5,0
0,-1,0,-423,-55,-45,-0.2622356123954747,-81,-77,-0.2871657754010696,-9,-10,-0.8181818181818182,-42,-40,-0.23934659090909088,-2,5,-0.6363636363636365,-11,-10,-0.125,-14,-1,-0.13395457192778099,-11,-12,-0.3888888888888889,-30,-32,-0.9375,0
0,1,-1,218,-15,-21,-0.09561448240693521,-8,-7,-0.0524801315428885,2,8,-0.2,-10,-11,-0.1392632524707997,6,4,0.3376623376623378,-11,-14,-0.7857142857142857,-17,-25,-0.1474008207934337,5,7,-0.25,-3,-3,0.0,1
0,-1,0,258,8,41,-0.10499698976520166,20,58,-0.08539568047091983,3,2,0.4285714285714285,14,44,-0.0625,-7,-4,-0.19450800915331812,1,1,0.0,5,38,-0.12675585284280938,-1,-1,-0.019607843137254832,4,4,1.0,1
0,0,0,7,-19,8,-0.1253631426045218,-21,3,-0.1165803108808291,2,-2,0.4571428571428572,3,34,-0.059849906191369595,-2,-3,-0.015384615384615441,-20,-23,-0.08870967741935487,-7,22,-0.09312173077607372,-11,-13,-0.14583333333333337,-1,-1,-1.0,1
0,-2,-1,136,-12,-49,0.043361634633327095,-20,-58,0.028217582371370287,5,5,0.625,21,10,0.1055147058823529,-15,-25,0.21255060728744957,-18,-34,0.4571428571428572,-9,-49,0.05732142857142858,-3,-1,-0.26388888888888884,0,1,0.0,0
-1,0,0,39,-17,-31,0.025193798449612448,-9,-22,0.1630434782608695,1,3,0.3333333333333333,-7,-19,-0.06043956043956039,1,0,0.25,-11,-12,0.07692307692307676,-16,-28,-0.09609609609609615,0,0,0.0,-1,-3,-0.3333333333333333,0
1,0,0,679,25,20,0.25729646697388636,66,66,0.24444444444444446,6,10,0.6,11,6,0.19924575738529227,9,9,0.9,5,5,0.0,-1,-16,0.2399267399267399,4,9,0.4444444444444444,22,27,0.8148148148148148,1
0,-1,0,224,37,46,0.8043478260869565,59,72,-0.17567567567567566,-1,-1,-1.0,35,44,0.7954545454545454,2,2,1.0,0,0,0.0,1,3,0.3333333333333333,0,0,0.0,36,43,0.8372093023255814,1
1,0,0,1,8,-6,0.23090909090909095,8,-6,0.23090909090909095,0,2,0.0,1,-18,0.2325752017608217,4,9,-0.5,3,3,0.0,6,-8,0.2114285714285714,0,0,0.0,2,2,1.0,1
0,0,0,-1,0,-1,0.05555555555555558,1,0,0.09999999999999998,0,0,0.0,1,1,0.07142857142857151,0,-1,0.5,-1,-1,-1.0,-2,-3,-0.07142857142857151,1,1,1.0,1,1,1.0,1
0,0,0,-74,-2,-47,0.13866187207148317,-5,-53,0.13431032671499116,0,-6,0.0,10,-26,0.1782661782661783,2,-3,0.23235294117647054,-14,-18,0.16666666666666663,2,-42,0.1542207792207793,-4,-5,-0.2142857142857143,0,0,0.0,1
0,0,0,136,5,-7,0.11581196581196579,-11,-24,0.021870286576168962,3,7,0.4285714285714285,8,-1,0.145795523290986,-4,-8,0.06153846153846154,1,2,-0.33333333333333337,3,-8,0.12033542976939204,2,1,0.0736842105263158,0,0,0.0,0
1,1,0,281,4,2,0.30303030303030304,-2,-1,-0.06428571428571428,4,5,0.8,5,4,0.43333333333333335,0,0,0.0,-1,-2,0.33333333333333337,2,0,0.2857142857142857,0,-1,0.0,2,3,-0.25,1
0,0,0,56,22,45,0.012551877720416993,28,53,0.020223820943245374,2,5,0.3333333333333333,21,54,0.004302339250029319,-13,-22,-0.03296703296703296,14,13,0.16666666666666663,19,42,0.00905373831775702,3,3,0.03409090909090917,0,0,0.0,0
0,0,0,-62,-4,-31,0.03783629893238438,0,-28,0.0473701584507043,0,9,0.0,2,-22,0.04796289892805561,-8,-6,-0.14092953523238383,2,-3,0.2532894736842105,4,-20,0.050433317284544976,0,2,0.0,-8,-13,-0.6153846153846154,0
0,2,0,685,6,11,-0.0055025678650036935,115,126,0.08290816326530615,2,3,0.6666666666666666,10,14,0.07736943907156679,2,4,-0.25,-6,-7,-0.13333333333333341,-3,-1,-0.07222222222222219,-4,-5,0.09090909090909083,13,17,0.7647058823529411,1
0,0,0,-201,22,25,0.15067519545131497,38,44,0.09926894959599841,1,-2,0.4666666666666666,33,37,0.4146174863387979,0,-1,0.19999999999999996,-11,-11,-0.8461538461538461,2,5,-0.005507955936352504,0,-1,0.25,20,21,0.9523809523809524,1
0,0,0,-52,-21,-65,0.027718606880391905,-17,-62,0.043219461697722505,-1,4,-0.2888888888888889,-9,-49,0.05169082125603863,-15,-24,0.04734576757532283,3,8,-0.25,-13,-57,0.05172811059907839,-8,-8,-0.5,0,0,0.0,0
1,0,0,2,9,12,0.20300751879699253,9,12,0.20300751879699253,0,0,0.0,6,12,0.4615384615384615,3,3,0.0,0,-3,0.6,5,8,0.10476190476190483,0,0,0.0,4,4,1.0,1
0,0,0,192,48,45,0.20009930486593847,46,44,0.1680473372781065,1,14,0.0714285714285714,29,30,0.1822033898305085,18,15,0.48,1,0,0.0625,46,41,0.20164119977362766,2,4,0.5,0,0,0.0,1
-1,1,0,283,-13,-10,-0.26574500768049164,-11,-5,-0.21371610845295053,4,7,0.5714285714285714,-10,-9,-0.2972027972027972,-3,-1,-0.26388888888888884,0,0,0.0,-9,-7,-0.3939393939393939,-2,-1,-0.11818181818181828,-2,-2,-1.0,0
0,1,0,173,2,2,0.2857142857142857,46,58,0.49419568822553894,1,1,1.0,2,3,0.2857142857142857,0,-1,0.0,0,0,0.0,2,1,0.3333333333333333,0,0,0.0,0,1,0.0,1
0,-2,0,639,7,14,0.0071428571428571175,90,129,0.12078431372549014,5,8,0.5555555555555556,7,11,0.05538461538461542,0,3,-0.09740259740259738,0,0,0.0,0,3,-0.024366471734892814,0,-1,0.5,7,12,0.5833333333333334,1
0,0,0,175,8,47,-0.1170226537216828,-5,32,-0.14502082544490735,7,7,0.7,-1,20,-0.0984299516908213,13,24,-0.14760914760914767,-4,3,-0.32539682539682535,0,34,-0.14078674948240172,8,13,-0.06060606060606066,0,0,0.0,1
1,0,0,-510,-1,-3,0.002719766877124885,-122,-136,-0.2013990090352667,-2,-15,-0.1333333333333333,21,30,0.06878306878306872,-22,-33,-0.07857142857142863,0,0,0.0,-3,-5,-0.007240853658536606,-5,-6,-0.018181818181818188,7,8,0.11904761904761907,0
0,0,0,161,17,-24,0.1783239323126511,64,29,0.2620614662622332,1,-1,0.3333333333333333,19,-6,0.17264344262295084,2,-6,0.38888888888888895,-4,-12,0.16666666666666663,-4,-51,0.13301435406698575,21,27,0.31875,0,0,0.0,1
0,0,0,-213,54,65,0.1484360709712823,43,53,0.07320261437908504,-2,-5,-0.3333333333333333,18,28,0.0677506775067751,14,14,0.13397129186602874,22,23,0.38888888888888884,37,37,0.24865591397849462,12,18,-0.08791208791208782,5,10,0.5,1
0,0,0,510,-4,-3,-0.05396825396825389,-63,-61,-0.17034584253127294,6,15,-0.5625,4,7,0.04048582995951422,-8,-7,-0.26767676767676774,0,-3,0.375,-4,-13,0.13484848484848488,-6,-6,-0.25,6,16,0.375,1
-1,0,0,-17,-7,-9,-0.06429548563611492,-12,-14,-0.11274509803921579,0,0,0.0,-14,-20,-0.2,2,4,-0.4,5,7,-0.2222222222222222,5,8,0.04751131221719451,0,0,0.0,-12,-17,-0.7058823529411765,0
-1,-1,-1,391,-7,-12,0.025000000000000022,-61,-75,-0.028944911297852483,3,9,0.3333333333333333,-10,-18,-0.04166666666666663,2,6,-0.36363636363636365,1,0,0.33333333333333337,-8,-8,-0.22966507177033502,7,6,0.5555555555555556,-6,-10,-0.6,1
1,0,0,0,-2,0,-0.22222222222222227,-2,0,-0.22222222222222227,0,0,0.0,-4,-5,-0.3055555555555556,1,4,0.25,1,1,1.0,-2,1,-0.2916666666666667,0,-1,0.0,0,0,0.0,1
0,-1,0,-213,33,56,0.06174636174636178,30,55,0.03470213996529781,-1,-5,-0.2,5,22,-0.012935323383084507,20,26,0.15384615384615385,8,8,0.04166666666666663,34,56,0.07725694444444442,0,0,0.0,-1,0,-1.0,1
0,0,0,-233,-4,-4,-0.030701754385964897,-5,-18,0.04543325526932085,0,-1,0.08333333333333331,-5,-3,-0.0675438596491228,-1,-4,0.2333333333333334,2,3,-0.05555555555555558,9,7,0.09860173577627779,-3,-1,-0.55,-10,-10,-1.0,0
0,0,0,0,-7,10,-0.15573152337858215,-6,12,-0.15220588235294114,0,-3,0.0,-8,11,-0.21586575133485897,-9,-11,-0.00952380952380949,10,10,0.9090909090909092,-7,10,-0.15573152337858215,0,0,0.0,0,0,0.0,0
-6,0,0,-158,-35,-23,-0.15125218847529887,-48,-40,-0.1670906413174455,0,4,0.0,-35,-30,-0.1617826617826617,10,17,-0.33333333333333337,-10,-10,-0.3571428571428571,7,40,-0.0729670067418412,-7,-7,-1.0,-35,-56,-0.625,0
0,0,1,-134,17,26,0.07674418604651156,12,10,0.04190476190476189,-1,-11,-0.0909090909090909,16,28,0.10105757931844889,-5,-9,0.2857142857142857,6,7,0.8571428571428571,20,24,0.1664864864864865,-2,-2,-0.08333333333333337,-1,4,-0.8333333333333334,1
0,-1,0,80,89,120,0.10054901960784324,92,123,0.10429505135387496,0,-1,0.0,9,18,0.007114624505928757,58,70,0.20000000000000007,22,32,-0.16190476190476188,80,108,0.09876543209876548,-3,-5,-0.5,12,17,0.02898550724637683,1
1,0,0,13,51,55,0.16110304789550073,54,58,0.16809116809116814,0,2,0.0,5,10,0.014933864315175571,27,26,0.19130434782608696,19,19,0.0,39,37,0.15548281505728317,3,3,1.0,9,15,0.6,1
-1,0,0,-87,5,24,-0.042790084183574606,0,18,-0.05106970324361626,1,3,0.25,4,20,-0.041629230308475595,0,-4,0.09090909090909094,1,8,-0.24235294117647055,6,30,-0.06671669281669962,11,20,-0.22751322751322745,-12,-26,0.06984126984126987,0
0,0,0,-156,-8,27,-0.18797805121383437,-12,31,-0.2159104658197218,-5,-9,-0.5555555555555556,-18,11,-0.2541306058221873,6,13,-0.24782608695652175,4,3,0.19999999999999996,-4,27,-0.16357126874021033,-6,-6,-0.21818181818181825,2,6,-0.4,0
1,0,0,14,28,13,0.12454212454212449,29,14,0.1275510204081633,0,1,0.0,8,-25,0.11800000000000002,15,33,-0.04398148148148151,5,5,0.11904761904761907,27,9,0.1296296296296296,-1,-1,-1.0,2,5,-0.5,1
-1,0,0,-131,-47,-81,-0.08928979218999772,-48,-82,-0.0824175824175824,-1,1,-0.25,-19,-35,-0.061076604554865355,-13,-28,0.07090909090909092,-15,-18,0.1428571428571429,-30,-56,-0.05713920081901652,-5,-7,-0.7142857142857143,-12,-18,-0.6666666666666666,0
0,0,1,-10,-2,29,-0.06470567476002259,-4,29,-0.0717983160239819,-3,-4,-0.75,12,45,-0.03325712806798076,-13,-16,-0.06832298136645965,-1,0,-0.1428571428571429,-1,30,-0.06369047619047613,0,1,-0.19999999999999996,-1,-2,0.050000000000000044,0
0,1,-1,256,-9,-28,0.07705627705627704,-20,-39,0.0492721164613662,1,4,-0.033333333333333326,2,-20,0.1759504862953139,-16,-13,-0.4204545454545455,5,5,0.0,0,-13,0.0950537634408602,-10,-12,0.11764705882352944,1,-3,0.2615384615384616,0
1,0,0,1,17,32,0.11351351351351346,17,32,0.11351351351351346,0,0,0.0,15,31,0.13725490196078427,3,2,1.0,-1,-1,-1.0,14,28,0.08484848484848478,1,1,1.0,2,3,0.6666666666666666,1
-1,0,0,57,-7,-14,0.006323396567298967,-7,-15,0.028996865203761768,0,3,0.0,-12,-21,-0.14695945945945948,-1,1,-0.5,6,6,0.0,-3,-12,0.10807453416149071,-1,1,-0.41666666666666663,-3,-3,-1.0,0
0,2,0,130,-16,-18,-0.3055555555555556,-26,-27,-0.27777777777777785,3,6,0.5,-2,-3,-0.055555555555555525,-9,-10,-0.9,-5,-5,-1.0,-9,-11,-0.2289915966386555,-6,-6,-1.0,-1,-1,0.0,1
0,2,0,134,3,11,-0.2039473684210527,-15,-9,-0.4003759398496241,1,1,1.0,7,15,0.1710526315789473,0,0,0.0,-4,-4,-1.0,-3,2,-0.425,0,0,0.0,6,9,0.6666666666666666,1
0,1,0,59,3,-6,0.5111111111111112,5,-4,0.5515151515151516,1,0,1.0,1,-8,0.5692307692307693,0,0,0.0,2,2,1.0,2,-7,0.4833333333333334,0,0,0.0,1,1,1.0,1
1,0,0,18,77,124,0.16761276127612762,82,131,0.1613338788870704,-1,-8,-0.125,59,108,0.1345321548308442,21,20,0.5,-3,-4,-0.75,66,112,0.15102040816326529,8,9,0.16666666666666674,3,3,1.0,1
1,0,0,12,6,12,-0.07058823529411762,7,16,-0.12380952380952387,0,0,0.0,5,11,-0.09999999999999998,1,1,1.0,0,0,0.0,-1,1,-0.26666666666666666,1,2,0.5,6,9,0.6666666666666666,1
0,0,1,-301,2,20,-0.09903381642512088,23,42,-0.013620071684587898,-5,-12,-0.3571428571428571,9,25,0.010928961748633892,9,14,-0.13333333333333341,-16,-19,-0.13030303030303036,3,18,-0.07729379054680263,-3,-2,-0.2571428571428571,2,4,0.5,0
-1,0,0,18,-59,-127,-0.12861788617886183,-59,-127,-0.12861788617886183,0,0,0.0,-31,-92,-0.06896551724137931,-20,-24,-0.19310344827586212,-8,-11,0.23076923076923073,-59,-126,-0.1299833480262514,0,0,0.0,0,-1,0.0,0
-1,0,0,-41,-4,24,-0.10499876877616349,-2,27,-0.10005797661609817,-2,-5,-0.4,13,42,-0.029718309859154968,-5,-5,-0.0793650793650793,-12,-13,-0.32352941176470584,-1,29,-0.10436432637571158,-2,-1,-0.6666666666666666,-1,-4,-0.25,0
0,2,0,183,0,2,-0.25,14,18,0.022727272727272707,1,1,1.0,2,4,0.5,-1,-2,-0.5,-1,0,-0.5,-2,-2,-0.25,0,0,0.0,2,4,0.5,1
0,-1,1,-444,13,16,0.13157894736842102,-6,-18,0.09716599190283404,-5,-9,-0.5555555555555556,14,18,0.18823529411764706,3,2,1.0,-4,-4,-1.0,2,5,-0.015873015873015928,10,10,1.0,1,1,0.03296703296703296,0
0,0,0,49,-5,23,-0.08144255164914832,-8,23,-0.0977310643977311,0,-1,0.0,-6,15,-0.07482993197278909,-4,0,-0.19047619047619047,5,8,-0.30000000000000004,-3,26,-0.07796740172579097,-2,-3,-0.16666666666666669,0,0,0.0,0
0,1,0,29,-2,-3,-0.07142857142857151,0,-1,0.05555555555555558,1,1,1.0,3,5,0.4285714285714285,-3,-6,-0.5,-2,-2,-1.0,-2,-3,-0.09999999999999998,0,0,0.0,0,0,0.0,1
0,2,0,-119,-26,-90,-0.010271460014673495,-7,-69,0.07591457920346012,0,6,-0.4444444444444444,-14,-77,0.028594771241830103,-1,-2,-0.5,-11,-11,-0.9166666666666666,-30,-94,-0.030647130647130677,4,5,0.8,0,-1,0.0,0
0,-1,0,-25,-4,-11,-0.3636363636363636,-4,-11,-0.3636363636363636,-1,-2,-0.5,-4,-11,-0.3636363636363636,0,0,0.0,0,0,0.0,-1,-4,-0.25,-3,-7,-0.4285714285714285,0,0,0.0,0
-1,-2,0,-257,4,34,-0.15093015093015089,-1,24,-0.13397042913811757,-1,0,-0.5,-2,32,-0.2295227524972253,-7,-10,0.050000000000000044,13,12,0.25,2,31,-0.15649935649935653,5,6,0.8333333333333334,-3,-3,-1.0,0
1,0,0,8,48,62,0.1385393936580157,43,58,0.1049206151805332,0,2,0.0,34,43,0.17339121552604703,11,17,-0.09047619047619049,3,2,0.1428571428571429,31,42,0.0958686440677966,12,13,0.8571428571428571,5,7,0.7142857142857143,1
1,0,0,40,12,13,0.16163793103448276,14,14,0.19444444444444442,0,-2,0.0,14,15,0.36413043478260865,1,-1,0.5,-3,-1,-0.6666666666666667,10,10,0.1785714285714286,-1,-2,-0.5,3,5,0.6,1
0,2,0,430,4,9,-0.01453260015710911,13,21,-0.008585090197783085,3,4,0.5,2,8,-0.0315496442932261,2,0,0.19999999999999996,0,1,-0.19999999999999996,5,10,-0.0063344594594594295,-1,-1,-1.0,0,0,0.0,1
-1,0,0,-9,11,162,-0.20846702004423073,7,157,-0.21048726193420725,0,0,0.0,41,190,-0.17065697009315256,-15,-16,-0.04565030146425497,-15,-12,-0.188888888888889,24,181,-0.21582491582491592,-10,-11,-0.1157407407407407,-3,-8,-0.375,0
-1,0,-1,273,25,46,0.01516776466983294,39,62,0.03706162186082529,5,2,1.0,5,21,-0.06981032665964176,6,9,0.0,14,16,0.17543859649122806,22,41,0.031773879142300177,0,0,0.0,3,5,-0.2857142857142857,1
0,0,1,86,33,60,0.051724137931034475,60,95,0.05930735930735931,-3,-14,-0.2,31,55,0.11185275080906143,-1,1,-0.2857142857142857,3,4,0.0,16,41,-0.005996691480562422,-1,-2,0.25,18,21,-0.13043478260869568,1
-1,0,0,-3,12,-8,0.2597402597402597,12,-8,0.2597402597402597,0,1,0.0,13,-5,0.2860922146636432,-4,-6,0.25,3,3,0.0,12,-9,0.2698412698412699,0,1,0.0,0,0,0.0,0
-1,0,0,-2,-6,-6,-0.21818181818181825,-6,-6,-0.21818181818181825,0,0,0.0,-7,-7,-0.7777777777777778,-2,-2,-1.0,3,3,1.0,-1,0,-0.20000000000000007,-2,-3,-0.6666666666666666,-3,-3,-1.0,0
0,-1,0,-394,-43,-52,-0.1996954121454408,-63,-74,-0.14806932198236555,-3,-5,-0.6,-37,-37,-0.29078590785907865,-5,-11,0.4285714285714286,-1,-4,0.4285714285714286,-5,-5,-0.05699685534591198,1,-2,0.6,-39,-45,-0.8666666666666667,0
0,2,0,47,-1,0,-0.5,-1,0,-0.5,1,1,1.0,1,2,0.5,-1,-1,-1.0,-1,-1,-1.0,-2,-2,-1.0,0,0,0.0,1,2,0.5,1
0,-1,0,-341,-12,-13,-0.06424457244129378,-27,-25,-0.11750911933298591,-2,0,-1.0,-20,-23,-0.14904862579281186,0,2,-0.22857142857142865,8,8,0.0,5,8,0.014435042309606683,1,2,-0.25,-18,-23,-0.20967741935483875,0
0,0,0,-5,30,-77,0.29878229878229884,29,-78,0.2961538461538462,-1,-10,-0.1,38,-64,0.3375,-18,-22,-0.29556650246305427,10,9,0.16666666666666663,31,-77,0.3076117318435754,-1,0,-0.3333333333333333,0,0,0.0,1
-1,0,0,0,-33,-9,-0.16237312090453554,-32,-8,-0.15891163414556253,0,0,0.0,17,51,0.0013155858226280848,-35,-42,-0.19444444444444442,-15,-18,0.0,-34,-11,-0.16353591160220993,0,1,0.0,1,1,1.0,0
0,0,0,30,12,-34,0.20853651194991268,25,-24,0.241263700838169,4,2,1.0,8,-36,0.21759259259259267,12,17,-0.02941176470588225,-8,-15,0.22077922077922074,5,-43,0.20353717026378892,2,-1,0.3392857142857143,5,10,0.5,1
0,0,0,295,11,-13,0.17280701754385958,43,18,0.24229370629370622,2,15,0.1333333333333333,-4,-29,0.09887323943661969,-1,-1,-0.050000000000000044,16,17,-0.050000000000000044,9,-11,0.1602412798321532,2,-2,0.2564102564102566,0,0,0.0,1
0,-1,0,-208,0,-1,0.047619047619047616,2,-2,0.13913043478260867,-3,-5,-0.6,-2,-3,-0.2857142857142857,2,2,1.0,0,0,0.0,1,2,0.08333333333333331,0,0,0.0,-1,-3,-0.3333333333333333,0
0,0,0,73,27,-7,0.1996178343949045,26,-7,0.18115942028985504,0,1,0.0,14,-22,0.1880804953560371,9,11,-0.07407407407407396,4,4,0.0888888888888888,4,-26,0.13211009174311927,21,16,0.32296650717703357,2,3,0.6666666666666666,1
